id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL_Event_Count
45204,Nita,Delacruz,9,james gordon center for learning,gotham city public schools,gcps,gcps45204,,0
77670,Jemima,Campbell,11,lost boys academy,neverland public schools,nps,nps77670,manufacturing,1
69089,Wayne,Finley,10,lost boys academy,neverland public schools,nps,nps69089,,3
53743,Calvin,Head,12,lucius fox high school,gotham city public schools,gcps,gcps53743,,0
90390,Fritz,Fulton,10,james gordon center for learning,gotham city public schools,gcps,gcps90390,,0
72128,Skyler,Castaneda,9,lost boys academy,neverland public schools,nps,nps72128,,2
93784,Dean,Wilder,12,captain hook high school,neverland public schools,nps,nps93784,,0
40154,Athena,Waters,9,james gordon center for learning,gotham city public schools,gcps,gcps40154,healthcare,3
36761,Maia,Eaton,12,captain hook high school,neverland public schools,nps,nps36761,manufacturing,2
17818,Gail,Bradford,10,lucius fox high school,gotham city public schools,gcps,gcps17818,,3
56114,Kiona,Langley,10,lucius fox high school,gotham city public schools,gcps,gcps56114,,2
73725,Kieran,Nunez,10,james gordon center for learning,gotham city public schools,gcps,gcps73725,,2
70295,Daniel,Fernandez,9,lost boys academy,neverland public schools,nps,nps70295,,1
36386,Doris,Horton,11,captain hook high school,neverland public schools,nps,nps36386,,6
97887,Angelica,Day,9,captain hook high school,neverland public schools,nps,nps97887,manufacturing,3
85709,Brenda,Chapman,9,lucius fox high school,gotham city public schools,gcps,gcps85709,healthcare,1
36824,Colleen,Nixon,9,lost boys academy,neverland public schools,nps,nps36824,,3
83531,Shelby,Sheppard,10,james gordon center for learning,gotham city public schools,gcps,gcps83531,healthcare,1
86894,Colette,Hoffman,9,captain hook high school,neverland public schools,nps,nps86894,,4
49591,Scarlet,Murphy,12,lost boys academy,neverland public schools,nps,nps49591,manufacturing,2
89744,Lars,Schultz,10,captain hook high school,neverland public schools,nps,nps89744,,1
16089,Harrison,Randolph,9,james gordon center for learning,gotham city public schools,gcps,gcps16089,healthcare,1
91640,Ima,Bush,12,lucius fox high school,gotham city public schools,gcps,gcps91640,healthcare,3
92682,Francis,Payne,10,james gordon center for learning,gotham city public schools,gcps,gcps92682,,3
16766,Stone,Phelps,10,lost boys academy,neverland public schools,nps,nps16766,manufacturing,1
29395,Cyrus,Fields,10,james gordon center for learning,gotham city public schools,gcps,gcps29395,healthcare,2
58114,Kelly,Barr,12,james gordon center for learning,gotham city public schools,gcps,gcps58114,healthcare,1
64066,Glenna,Miranda,9,lost boys academy,neverland public schools,nps,nps64066,manufacturing,0
69267,Omar,Burch,9,captain hook high school,neverland public schools,nps,nps69267,manufacturing,2
66535,Whilemina,Church,11,captain hook high school,neverland public schools,nps,nps66535,manufacturing,1
23425,Hiram,Doyle,11,lost boys academy,neverland public schools,nps,nps23425,,1
93352,Harper,Holloway,10,james gordon center for learning,gotham city public schools,gcps,gcps93352,healthcare,1
42734,Maris,Velazquez,9,lost boys academy,neverland public schools,nps,nps42734,,2
70983,Ginger,Cherry,9,lucius fox high school,gotham city public schools,gcps,gcps70983,,0
83877,Jackson,Barton,9,captain hook high school,neverland public schools,nps,nps83877,manufacturing,1
28596,Carl,Bryant,9,captain hook high school,neverland public schools,nps,nps28596,manufacturing,3
71193,Forrest,Gibson,12,james gordon center for learning,gotham city public schools,gcps,gcps71193,,2
74837,Clinton,Roberson,11,lucius fox high school,gotham city public schools,gcps,gcps74837,,3
93481,Beck,Best,10,james gordon center for learning,gotham city public schools,gcps,gcps93481,,3
84264,Rylee,Weeks,12,captain hook high school,neverland public schools,nps,nps84264,manufacturing,1
37060,Isabelle,Glass,10,captain hook high school,neverland public schools,nps,nps37060,,3
29660,Vivien,Pena,11,lost boys academy,neverland public schools,nps,nps29660,,2
58527,Ignacia,Vinson,12,lucius fox high school,gotham city public schools,gcps,gcps58527,,1
63806,Ora,Knox,9,james gordon center for learning,gotham city public schools,gcps,gcps63806,healthcare,1
88261,Patience,Todd,12,lost boys academy,neverland public schools,nps,nps88261,,0
97934,Kylie,Cote,12,captain hook high school,neverland public schools,nps,nps97934,manufacturing,2
57637,Kenyon,Vaughn,9,james gordon center for learning,gotham city public schools,gcps,gcps57637,,2
97745,Dieter,Keller,10,lucius fox high school,gotham city public schools,gcps,gcps97745,healthcare,4
33189,Brittany,Sears,10,lucius fox high school,gotham city public schools,gcps,gcps33189,,0
17503,Valentine,Perkins,10,james gordon center for learning,gotham city public schools,gcps,gcps17503,,0
27394,Dillon,Holland,12,lucius fox high school,gotham city public schools,gcps,gcps27394,healthcare,1
78904,Arthur,Keller,12,james gordon center for learning,gotham city public schools,gcps,gcps78904,healthcare,2
51465,Chelsea,Sykes,10,lucius fox high school,gotham city public schools,gcps,gcps51465,healthcare,4
66721,Axel,Oliver,10,captain hook high school,neverland public schools,nps,nps66721,,1
19174,Fuller,Sandoval,9,lost boys academy,neverland public schools,nps,nps19174,,0
61904,Kitra,Mack,10,lucius fox high school,gotham city public schools,gcps,gcps61904,healthcare,1
67292,Ezekiel,Rutledge,10,captain hook high school,neverland public schools,nps,nps67292,manufacturing,3
62278,Galena,Riley,12,lost boys academy,neverland public schools,nps,nps62278,,2
10987,Dominic,Hinton,10,captain hook high school,neverland public schools,nps,nps10987,,2
13542,Reece,Mccoy,10,captain hook high school,neverland public schools,nps,nps13542,,2
18308,Louis,Jimenez,9,lucius fox high school,gotham city public schools,gcps,gcps18308,healthcare,2
23462,Macy,Monroe,10,james gordon center for learning,gotham city public schools,gcps,gcps23462,healthcare,5
10752,Aimee,Joyce,10,captain hook high school,neverland public schools,nps,nps10752,manufacturing,3
34010,Adria,Bridges,10,james gordon center for learning,gotham city public schools,gcps,gcps34010,healthcare,3
42443,Hedley,Rosales,11,lost boys academy,neverland public schools,nps,nps42443,manufacturing,4
88524,Madaline,Frost,9,lost boys academy,neverland public schools,nps,nps88524,manufacturing,2
99497,Cullen,Collins,11,lucius fox high school,gotham city public schools,gcps,gcps99497,healthcare,6
82820,Oscar,Summers,12,lost boys academy,neverland public schools,nps,nps82820,,0
88508,Rhona,Peterson,11,lost boys academy,neverland public schools,nps,nps88508,manufacturing,1
54830,Zia,William,9,lost boys academy,neverland public schools,nps,nps54830,manufacturing,1
54042,Blake,Conley,10,james gordon center for learning,gotham city public schools,gcps,gcps54042,,0
48661,Aimee,Cummings,12,captain hook high school,neverland public schools,nps,nps48661,,0
39701,Eve,Blair,10,lucius fox high school,gotham city public schools,gcps,gcps39701,healthcare,1
33323,Fredericka,Valenzuela,11,captain hook high school,neverland public schools,nps,nps33323,manufacturing,2
28052,Carter,Byers,11,lost boys academy,neverland public schools,nps,nps28052,manufacturing,3
10772,Illana,Garza,9,lost boys academy,neverland public schools,nps,nps10772,manufacturing,4
78504,Serena,Forbes,10,lost boys academy,neverland public schools,nps,nps78504,manufacturing,1
69673,Guinevere,Little,10,lucius fox high school,gotham city public schools,gcps,gcps69673,healthcare,3
51062,Bevis,Waters,12,captain hook high school,neverland public schools,nps,nps51062,manufacturing,2
76712,Lucy,Chase,10,captain hook high school,neverland public schools,nps,nps76712,,0
42544,Philip,Delaney,12,captain hook high school,neverland public schools,nps,nps42544,manufacturing,3
17882,Lee,Ramos,9,lost boys academy,neverland public schools,nps,nps17882,manufacturing,3
18375,Vivian,Wolfe,10,james gordon center for learning,gotham city public schools,gcps,gcps18375,healthcare,3
73636,Derek,West,12,lucius fox high school,gotham city public schools,gcps,gcps73636,,3
31126,George,Randolph,11,lucius fox high school,gotham city public schools,gcps,gcps31126,,3
99672,Tatiana,Kent,9,captain hook high school,neverland public schools,nps,nps99672,manufacturing,2
28777,Lysandra,Mcpherson,9,james gordon center for learning,gotham city public schools,gcps,gcps28777,,5
13791,Axel,Young,11,lost boys academy,neverland public schools,nps,nps13791,manufacturing,2
83584,Kaye,Irwin,11,captain hook high school,neverland public schools,nps,nps83584,manufacturing,2
32521,Penelope,Rasmussen,9,captain hook high school,neverland public schools,nps,nps32521,,0
24143,Micah,Snider,10,captain hook high school,neverland public schools,nps,nps24143,manufacturing,2
77341,Orla,Jimenez,9,lucius fox high school,gotham city public schools,gcps,gcps77341,,2
96662,Donovan,Luna,10,lucius fox high school,gotham city public schools,gcps,gcps96662,healthcare,3
91078,Willow,Workman,10,captain hook high school,neverland public schools,nps,nps91078,manufacturing,2
64553,Zachery,Wells,9,lucius fox high school,gotham city public schools,gcps,gcps64553,,0
18529,Chancellor,Booth,10,captain hook high school,neverland public schools,nps,nps18529,manufacturing,3
60314,Meghan,Allison,9,lost boys academy,neverland public schools,nps,nps60314,manufacturing,2
26580,Myles,Reid,9,lucius fox high school,gotham city public schools,gcps,gcps26580,healthcare,2
92125,Stacey,Wright,12,lucius fox high school,gotham city public schools,gcps,gcps92125,,0
43716,Sade,Snyder,12,james gordon center for learning,gotham city public schools,gcps,gcps43716,healthcare,1
51040,Melinda,Branch,11,lost boys academy,neverland public schools,nps,nps51040,,1
10468,Ulla,Burch,10,james gordon center for learning,gotham city public schools,gcps,gcps10468,healthcare,4
82080,Jaden,Hyde,11,captain hook high school,neverland public schools,nps,nps82080,manufacturing,3
11302,Debra,Wilkerson,10,james gordon center for learning,gotham city public schools,gcps,gcps11302,healthcare,2
82025,Noelle,Albert,11,captain hook high school,neverland public schools,nps,nps82025,manufacturing,2
29808,Thane,Patterson,10,james gordon center for learning,gotham city public schools,gcps,gcps29808,healthcare,3
64861,Oren,Kent,12,lost boys academy,neverland public schools,nps,nps64861,,3
72062,Mechelle,Michael,10,james gordon center for learning,gotham city public schools,gcps,gcps72062,healthcare,1
60958,Piper,Wallace,9,captain hook high school,neverland public schools,nps,nps60958,,3
53247,Priscilla,Elliott,12,captain hook high school,neverland public schools,nps,nps53247,manufacturing,1
17760,Colleen,Velasquez,9,captain hook high school,neverland public schools,nps,nps17760,,0
43032,Tucker,Schroeder,10,captain hook high school,neverland public schools,nps,nps43032,,4
71410,Brittany,Trevino,10,lost boys academy,neverland public schools,nps,nps71410,,5
55337,Russell,Tyler,11,lucius fox high school,gotham city public schools,gcps,gcps55337,healthcare,6
54460,Audrey,Santana,10,lucius fox high school,gotham city public schools,gcps,gcps54460,,2
38523,Norman,Gregory,11,lost boys academy,neverland public schools,nps,nps38523,,1
73192,Salvador,Barrett,11,captain hook high school,neverland public schools,nps,nps73192,,3
51260,Georgia,Howe,9,james gordon center for learning,gotham city public schools,gcps,gcps51260,healthcare,2
21302,Carol,Lamb,9,lost boys academy,neverland public schools,nps,nps21302,,3
19398,Helen,Baker,9,james gordon center for learning,gotham city public schools,gcps,gcps19398,,1
68766,Whilemina,Quinn,10,captain hook high school,neverland public schools,nps,nps68766,manufacturing,1
27254,Violet,Pittman,10,lucius fox high school,gotham city public schools,gcps,gcps27254,,4
80305,Kylynn,Thomas,10,james gordon center for learning,gotham city public schools,gcps,gcps80305,healthcare,3
71443,Bert,Johns,9,lost boys academy,neverland public schools,nps,nps71443,,0
74859,Carol,Neal,11,lost boys academy,neverland public schools,nps,nps74859,manufacturing,2
92357,Sydney,Cain,12,lost boys academy,neverland public schools,nps,nps92357,manufacturing,1
65663,Clare,Jenkins,10,james gordon center for learning,gotham city public schools,gcps,gcps65663,,1
30342,Amir,Fowler,11,lost boys academy,neverland public schools,nps,nps30342,manufacturing,2
28807,Shelby,Garcia,12,captain hook high school,neverland public schools,nps,nps28807,,2
95669,Benjamin,Vang,9,captain hook high school,neverland public schools,nps,nps95669,manufacturing,7
65424,Allen,Morales,9,lost boys academy,neverland public schools,nps,nps65424,,0
15736,Shelly,Greene,10,lost boys academy,neverland public schools,nps,nps15736,manufacturing,1
40149,Xyla,Hodge,12,captain hook high school,neverland public schools,nps,nps40149,,0
96295,Quon,Spears,12,lost boys academy,neverland public schools,nps,nps96295,manufacturing,1
79775,Clark,Stewart,9,james gordon center for learning,gotham city public schools,gcps,gcps79775,,0
50726,Lyle,Bell,9,captain hook high school,neverland public schools,nps,nps50726,manufacturing,2
59697,Patricia,Chambers,10,lucius fox high school,gotham city public schools,gcps,gcps59697,healthcare,1
49672,Mira,Workman,11,lucius fox high school,gotham city public schools,gcps,gcps49672,healthcare,4
99547,Kylie,Rasmussen,9,lost boys academy,neverland public schools,nps,nps99547,,0
43690,Kylynn,Blankenship,10,lucius fox high school,gotham city public schools,gcps,gcps43690,,2
24931,Rahim,Waller,10,lucius fox high school,gotham city public schools,gcps,gcps24931,healthcare,2
96078,Erin,Hogan,10,james gordon center for learning,gotham city public schools,gcps,gcps96078,,2
33409,Maryam,Gomez,9,james gordon center for learning,gotham city public schools,gcps,gcps33409,healthcare,0
23391,Olga,Tyler,10,james gordon center for learning,gotham city public schools,gcps,gcps23391,,1
12817,Brian,Spears,11,captain hook high school,neverland public schools,nps,nps12817,,2
34260,Dustin,Robles,12,captain hook high school,neverland public schools,nps,nps34260,,1
57468,Shannon,Salinas,12,james gordon center for learning,gotham city public schools,gcps,gcps57468,,0
21942,Alexander,Jordan,9,captain hook high school,neverland public schools,nps,nps21942,manufacturing,1
24130,Ira,Powell,9,captain hook high school,neverland public schools,nps,nps24130,,1
54332,Xavier,Riddle,9,lost boys academy,neverland public schools,nps,nps54332,,4
83901,Karen,Blackwell,12,lucius fox high school,gotham city public schools,gcps,gcps83901,healthcare,3
81443,Melvin,Gross,9,captain hook high school,neverland public schools,nps,nps81443,,3
42872,Abraham,Castillo,10,lucius fox high school,gotham city public schools,gcps,gcps42872,,2
44262,Gavin,Holcomb,10,captain hook high school,neverland public schools,nps,nps44262,,2
35129,Colleen,West,11,lucius fox high school,gotham city public schools,gcps,gcps35129,,1
14651,Lev,Goff,11,captain hook high school,neverland public schools,nps,nps14651,manufacturing,3
47513,Howard,Butler,12,lost boys academy,neverland public schools,nps,nps47513,,2
32299,Alyssa,Mills,9,lost boys academy,neverland public schools,nps,nps32299,,5
83154,Allen,Stout,12,lucius fox high school,gotham city public schools,gcps,gcps83154,healthcare,3
35662,Jacob,Ray,9,captain hook high school,neverland public schools,nps,nps35662,,1
87106,Wayne,Garza,12,james gordon center for learning,gotham city public schools,gcps,gcps87106,,4
10045,Tara,Bray,9,lost boys academy,neverland public schools,nps,nps10045,manufacturing,3
35991,Germaine,Hartman,12,captain hook high school,neverland public schools,nps,nps35991,manufacturing,2
86460,Kirby,Tran,9,captain hook high school,neverland public schools,nps,nps86460,,0
69193,Demetrius,Gonzales,10,lost boys academy,neverland public schools,nps,nps69193,,6
56925,Doris,Livingston,12,captain hook high school,neverland public schools,nps,nps56925,,2
47763,Dale,Bailey,10,lucius fox high school,gotham city public schools,gcps,gcps47763,,2
71256,Salvador,Hunt,11,captain hook high school,neverland public schools,nps,nps71256,,2
81410,Tanner,Heath,12,captain hook high school,neverland public schools,nps,nps81410,manufacturing,3
26799,Sara,Haney,9,lost boys academy,neverland public schools,nps,nps26799,manufacturing,1
85980,Carolyn,Walton,12,lucius fox high school,gotham city public schools,gcps,gcps85980,,3
44762,Adele,Washington,9,captain hook high school,neverland public schools,nps,nps44762,,3
71137,Trevor,Henry,9,lost boys academy,neverland public schools,nps,nps71137,manufacturing,4
53705,Conan,Dillard,11,lost boys academy,neverland public schools,nps,nps53705,manufacturing,5
63026,Glenna,Baker,10,james gordon center for learning,gotham city public schools,gcps,gcps63026,healthcare,0
10363,Isaac,Griffin,10,lucius fox high school,gotham city public schools,gcps,gcps10363,healthcare,4
51034,Elton,Richards,12,james gordon center for learning,gotham city public schools,gcps,gcps51034,,2
28570,Bertha,Mccall,9,lost boys academy,neverland public schools,nps,nps28570,,1
22863,Harlan,Hanson,9,lucius fox high school,gotham city public schools,gcps,gcps22863,,4
33193,Gisela,Gordon,12,lost boys academy,neverland public schools,nps,nps33193,manufacturing,3
16965,Jescie,Phillips,10,james gordon center for learning,gotham city public schools,gcps,gcps16965,,0
79618,Priscilla,Austin,11,lucius fox high school,gotham city public schools,gcps,gcps79618,,0
36315,Hannah,Oneil,10,james gordon center for learning,gotham city public schools,gcps,gcps36315,,0
69388,Walker,Winters,9,captain hook high school,neverland public schools,nps,nps69388,manufacturing,1
74641,Stephanie,Winters,10,james gordon center for learning,gotham city public schools,gcps,gcps74641,,1
85435,Brenda,Mueller,12,lucius fox high school,gotham city public schools,gcps,gcps85435,healthcare,0
33013,Clare,Berry,9,lost boys academy,neverland public schools,nps,nps33013,manufacturing,2
28835,Hedy,Rice,9,lucius fox high school,gotham city public schools,gcps,gcps28835,healthcare,4
37481,Karen,Simon,12,james gordon center for learning,gotham city public schools,gcps,gcps37481,healthcare,3
35945,Amaya,Williamson,10,captain hook high school,neverland public schools,nps,nps35945,,3
59172,Gil,Riddle,12,lucius fox high school,gotham city public schools,gcps,gcps59172,,1
52174,Amelia,Dorsey,11,james gordon center for learning,gotham city public schools,gcps,gcps52174,healthcare,2
34585,Todd,Hood,12,captain hook high school,neverland public schools,nps,nps34585,manufacturing,1
50213,Piper,Maddox,11,james gordon center for learning,gotham city public schools,gcps,gcps50213,,0
74594,Unity,Harrell,10,captain hook high school,neverland public schools,nps,nps74594,manufacturing,1
48673,Hedda,Norman,12,lucius fox high school,gotham city public schools,gcps,gcps48673,,0
59948,Erich,Mendez,11,lucius fox high school,gotham city public schools,gcps,gcps59948,healthcare,2
10932,Ishmael,Russo,9,lost boys academy,neverland public schools,nps,nps10932,,4
43130,Colin,Farmer,12,lucius fox high school,gotham city public schools,gcps,gcps43130,,3
34370,Nelle,Allison,10,lucius fox high school,gotham city public schools,gcps,gcps34370,,4
11294,Jermaine,Vasquez,9,captain hook high school,neverland public schools,nps,nps11294,manufacturing,3
73975,Hayes,Stanley,9,lucius fox high school,gotham city public schools,gcps,gcps73975,healthcare,2
90142,Darius,Kent,12,james gordon center for learning,gotham city public schools,gcps,gcps90142,healthcare,2
77592,Myles,Beach,12,lost boys academy,neverland public schools,nps,nps77592,manufacturing,0
37569,Harlan,Jensen,11,james gordon center for learning,gotham city public schools,gcps,gcps37569,,3
45761,Brandon,Fuller,11,lost boys academy,neverland public schools,nps,nps45761,manufacturing,0
49330,Rose,Crosby,12,captain hook high school,neverland public schools,nps,nps49330,manufacturing,4
60574,Lee,Bowers,10,lost boys academy,neverland public schools,nps,nps60574,,0
93040,Stone,Morgan,10,captain hook high school,neverland public schools,nps,nps93040,,0
80822,Brittany,Crawford,12,james gordon center for learning,gotham city public schools,gcps,gcps80822,healthcare,2
42012,Kaitlin,Osborne,9,captain hook high school,neverland public schools,nps,nps42012,,0
65973,Zane,Cantu,11,lost boys academy,neverland public schools,nps,nps65973,,0
88187,Kelsey,Jenkins,12,captain hook high school,neverland public schools,nps,nps88187,,2
57747,Kelsie,Roy,9,lost boys academy,neverland public schools,nps,nps57747,,2
14084,Kylie,Shaffer,12,lost boys academy,neverland public schools,nps,nps14084,,5
46228,Caldwell,Moore,10,lost boys academy,neverland public schools,nps,nps46228,,0
51102,Abel,Mcfarland,10,lucius fox high school,gotham city public schools,gcps,gcps51102,healthcare,1
92381,Arden,Mcmahon,9,james gordon center for learning,gotham city public schools,gcps,gcps92381,,2
79473,Sonya,Shepherd,11,lost boys academy,neverland public schools,nps,nps79473,,4
91275,Amity,Richard,12,james gordon center for learning,gotham city public schools,gcps,gcps91275,,3
22402,Ashton,George,12,captain hook high school,neverland public schools,nps,nps22402,,3
97177,Remedios,Maldonado,11,james gordon center for learning,gotham city public schools,gcps,gcps97177,healthcare,3
92110,Gillian,Mccoy,11,lost boys academy,neverland public schools,nps,nps92110,,0
68551,Marah,Leach,12,lost boys academy,neverland public schools,nps,nps68551,manufacturing,2
48846,Sean,Mills,9,james gordon center for learning,gotham city public schools,gcps,gcps48846,healthcare,2
70474,Preston,Thompson,11,lucius fox high school,gotham city public schools,gcps,gcps70474,healthcare,3
69965,Tara,George,11,lost boys academy,neverland public schools,nps,nps69965,,3
49383,Jaden,Frank,9,lost boys academy,neverland public schools,nps,nps49383,,0
80983,Sandra,Beach,12,james gordon center for learning,gotham city public schools,gcps,gcps80983,,1
18051,Chaim,Cortez,9,james gordon center for learning,gotham city public schools,gcps,gcps18051,healthcare,1
81400,Cameron,Parker,9,lucius fox high school,gotham city public schools,gcps,gcps81400,,4
38333,Tobias,Atkinson,10,lost boys academy,neverland public schools,nps,nps38333,manufacturing,1
43316,Daquan,Hester,9,lost boys academy,neverland public schools,nps,nps43316,,0
83632,Hakeem,House,9,lost boys academy,neverland public schools,nps,nps83632,,0
87498,Allegra,Romero,9,captain hook high school,neverland public schools,nps,nps87498,,2
13256,Leila,Hancock,9,james gordon center for learning,gotham city public schools,gcps,gcps13256,,0
79381,Willa,Bennett,11,lost boys academy,neverland public schools,nps,nps79381,manufacturing,1
58573,Fallon,Blevins,9,lucius fox high school,gotham city public schools,gcps,gcps58573,,4
15541,Lunea,Bell,11,lost boys academy,neverland public schools,nps,nps15541,,0
92574,Salvador,Cash,9,captain hook high school,neverland public schools,nps,nps92574,manufacturing,5
60424,Xaviera,Reid,9,james gordon center for learning,gotham city public schools,gcps,gcps60424,,1
99370,Castor,Baxter,9,lucius fox high school,gotham city public schools,gcps,gcps99370,healthcare,3
36657,Lisandra,Santana,10,lost boys academy,neverland public schools,nps,nps36657,,2
36692,Mariko,Marks,10,lucius fox high school,gotham city public schools,gcps,gcps36692,healthcare,6
16604,Ivor,Bradshaw,11,captain hook high school,neverland public schools,nps,nps16604,manufacturing,4
56534,Halla,Gay,11,james gordon center for learning,gotham city public schools,gcps,gcps56534,healthcare,5
40464,Liberty,Moreno,11,lost boys academy,neverland public schools,nps,nps40464,,1
59140,Daryl,Randolph,11,lost boys academy,neverland public schools,nps,nps59140,,0
92370,Cameron,Montgomery,12,lucius fox high school,gotham city public schools,gcps,gcps92370,healthcare,6
99234,Igor,Savage,10,lost boys academy,neverland public schools,nps,nps99234,manufacturing,1
60511,Tamekah,Gill,11,james gordon center for learning,gotham city public schools,gcps,gcps60511,,3
25533,Kaitlin,Huffman,10,lucius fox high school,gotham city public schools,gcps,gcps25533,,2
54138,Shafira,Richards,10,captain hook high school,neverland public schools,nps,nps54138,manufacturing,1
64375,Caleb,Levine,12,captain hook high school,neverland public schools,nps,nps64375,manufacturing,1
79559,Blaze,Saunders,11,james gordon center for learning,gotham city public schools,gcps,gcps79559,healthcare,0
79748,Rachel,Mckay,10,lost boys academy,neverland public schools,nps,nps79748,manufacturing,1
37180,Wesley,Alvarado,10,lucius fox high school,gotham city public schools,gcps,gcps37180,healthcare,1
91122,Allistair,Stark,11,james gordon center for learning,gotham city public schools,gcps,gcps91122,,0
94905,Beatrice,Cunningham,12,lost boys academy,neverland public schools,nps,nps94905,manufacturing,1
65858,Branden,Yang,12,james gordon center for learning,gotham city public schools,gcps,gcps65858,,3
28387,Fritz,Padilla,11,lost boys academy,neverland public schools,nps,nps28387,,0
24079,Athena,Rice,11,captain hook high school,neverland public schools,nps,nps24079,manufacturing,3
47988,Octavia,Ewing,12,captain hook high school,neverland public schools,nps,nps47988,,2
46406,Lael,Kane,11,lucius fox high school,gotham city public schools,gcps,gcps46406,,1
56143,Gay,King,12,captain hook high school,neverland public schools,nps,nps56143,manufacturing,0
96797,Clinton,Robles,11,lost boys academy,neverland public schools,nps,nps96797,,4
57562,Lael,Velasquez,12,james gordon center for learning,gotham city public schools,gcps,gcps57562,healthcare,2
86774,Violet,David,9,captain hook high school,neverland public schools,nps,nps86774,manufacturing,2
89847,Kalia,Huffman,11,james gordon center for learning,gotham city public schools,gcps,gcps89847,healthcare,2
31420,Jonas,Cote,9,lost boys academy,neverland public schools,nps,nps31420,,2
13410,Ferris,Fowler,11,lost boys academy,neverland public schools,nps,nps13410,,1
78653,Erich,Snider,12,captain hook high school,neverland public schools,nps,nps78653,,0
99266,Keegan,Gallegos,10,lost boys academy,neverland public schools,nps,nps99266,manufacturing,1
75052,Knox,Whitney,9,captain hook high school,neverland public schools,nps,nps75052,manufacturing,5
80660,Tanek,Abbott,9,lost boys academy,neverland public schools,nps,nps80660,,0
72199,Silas,Mcintosh,9,lucius fox high school,gotham city public schools,gcps,gcps72199,healthcare,1
63240,Hermione,Pena,10,lost boys academy,neverland public schools,nps,nps63240,manufacturing,1
96416,Fitzgerald,Finley,11,james gordon center for learning,gotham city public schools,gcps,gcps96416,healthcare,2
36151,Katell,Price,11,james gordon center for learning,gotham city public schools,gcps,gcps36151,,1
75116,Dean,Livingston,10,lost boys academy,neverland public schools,nps,nps75116,,1
71217,Maile,Herring,11,captain hook high school,neverland public schools,nps,nps71217,manufacturing,1
77856,Chiquita,Benton,12,lucius fox high school,gotham city public schools,gcps,gcps77856,healthcare,4
50976,Tyler,Phelps,11,captain hook high school,neverland public schools,nps,nps50976,,1
36820,Kyle,Joseph,12,lucius fox high school,gotham city public schools,gcps,gcps36820,healthcare,7
51785,Jeremy,Peck,9,lucius fox high school,gotham city public schools,gcps,gcps51785,,2
13556,Reese,Carrillo,11,lost boys academy,neverland public schools,nps,nps13556,,0
94957,Kyra,Durham,9,lucius fox high school,gotham city public schools,gcps,gcps94957,,2
15501,Jarrod,Valenzuela,9,lost boys academy,neverland public schools,nps,nps15501,manufacturing,2
57507,Hayfa,Pruitt,12,james gordon center for learning,gotham city public schools,gcps,gcps57507,healthcare,3
60418,Irma,Forbes,12,captain hook high school,neverland public schools,nps,nps60418,manufacturing,3
62353,Julie,Roman,9,james gordon center for learning,gotham city public schools,gcps,gcps62353,healthcare,2
92963,Burton,Leon,12,captain hook high school,neverland public schools,nps,nps92963,manufacturing,3
22205,Christian,Allison,9,captain hook high school,neverland public schools,nps,nps22205,manufacturing,5
25195,Cally,Strong,11,james gordon center for learning,gotham city public schools,gcps,gcps25195,,2
76583,Sigourney,Bentley,9,lost boys academy,neverland public schools,nps,nps76583,manufacturing,4
57392,Linus,Kim,9,lucius fox high school,gotham city public schools,gcps,gcps57392,,2
92861,Ulric,Glover,11,lucius fox high school,gotham city public schools,gcps,gcps92861,healthcare,4
97858,Phyllis,Mcclain,10,lost boys academy,neverland public schools,nps,nps97858,manufacturing,1
52122,Bruno,Carrillo,9,lucius fox high school,gotham city public schools,gcps,gcps52122,,4
41681,Ivan,Lambert,11,lucius fox high school,gotham city public schools,gcps,gcps41681,,4
28821,Eliana,Garza,12,lost boys academy,neverland public schools,nps,nps28821,,0
43915,Allen,Clayton,11,james gordon center for learning,gotham city public schools,gcps,gcps43915,,0
78334,Lewis,Harper,10,captain hook high school,neverland public schools,nps,nps78334,manufacturing,3
28200,Cyrus,Cunningham,11,captain hook high school,neverland public schools,nps,nps28200,manufacturing,1
35679,Prescott,Whitley,12,lucius fox high school,gotham city public schools,gcps,gcps35679,healthcare,4
42863,Rowan,Nieves,12,lucius fox high school,gotham city public schools,gcps,gcps42863,,6
97843,Davis,Garza,11,lucius fox high school,gotham city public schools,gcps,gcps97843,,1
76846,Solomon,Coleman,11,lucius fox high school,gotham city public schools,gcps,gcps76846,healthcare,3
57220,Keaton,Dennis,12,captain hook high school,neverland public schools,nps,nps57220,,0
71450,Karen,Calderon,9,james gordon center for learning,gotham city public schools,gcps,gcps71450,healthcare,2
20059,Zia,Sandoval,9,james gordon center for learning,gotham city public schools,gcps,gcps20059,,3
30277,Cade,Morin,11,lucius fox high school,gotham city public schools,gcps,gcps30277,healthcare,2
57677,Cathleen,Vincent,9,lost boys academy,neverland public schools,nps,nps57677,,2
35434,Fleur,Barron,11,lost boys academy,neverland public schools,nps,nps35434,,0
97256,Vivien,Castaneda,12,lucius fox high school,gotham city public schools,gcps,gcps97256,healthcare,5
13386,Kelly,Carroll,12,captain hook high school,neverland public schools,nps,nps13386,manufacturing,4
91389,Aline,Mcbride,11,james gordon center for learning,gotham city public schools,gcps,gcps91389,healthcare,1
88554,Morgan,Whitney,10,captain hook high school,neverland public schools,nps,nps88554,manufacturing,3
10624,Amela,Tate,12,james gordon center for learning,gotham city public schools,gcps,gcps10624,,0
