id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL Participant
80568,Halee,Barker,10,lucius fox high school,gotham city public schools,gcps,gcps80568,,yes
90986,Merritt,Vance,10,captain hook high school,neverland public schools,nps,nps90986,,no
76001,Brennan,Wooten,12,james gordon center for learning,gotham city public schools,gcps,gcps76001,healthcare,yes
23211,Emma,Bean,10,james gordon center for learning,gotham city public schools,gcps,gcps23211,healthcare,yes
49932,Colorado,Deleon,10,lucius fox high school,gotham city public schools,gcps,gcps49932,healthcare,yes
17080,Kiayada,Graham,12,lost boys academy,neverland public schools,nps,nps17080,manufacturing,yes
45204,Nita,Delacruz,9,james gordon center for learning,gotham city public schools,gcps,gcps45204,,no
77670,Jemima,Campbell,11,lost boys academy,neverland public schools,nps,nps77670,manufacturing,yes
69089,Wayne,Finley,10,lost boys academy,neverland public schools,nps,nps69089,,yes
53743,Calvin,Head,12,lucius fox high school,gotham city public schools,gcps,gcps53743,,no
90390,Fritz,Fulton,10,james gordon center for learning,gotham city public schools,gcps,gcps90390,,no
72128,Skyler,Castaneda,9,lost boys academy,neverland public schools,nps,nps72128,,yes
93784,Dean,Wilder,12,captain hook high school,neverland public schools,nps,nps93784,,no
40154,Athena,Waters,9,james gordon center for learning,gotham city public schools,gcps,gcps40154,healthcare,yes
36761,Maia,Eaton,12,captain hook high school,neverland public schools,nps,nps36761,manufacturing,yes
17818,Gail,Bradford,10,lucius fox high school,gotham city public schools,gcps,gcps17818,,yes
56114,Kiona,Langley,10,lucius fox high school,gotham city public schools,gcps,gcps56114,,yes
73725,Kieran,Nunez,10,james gordon center for learning,gotham city public schools,gcps,gcps73725,,yes
70295,Daniel,Fernandez,9,lost boys academy,neverland public schools,nps,nps70295,,yes
36386,Doris,Horton,11,captain hook high school,neverland public schools,nps,nps36386,,yes
97887,Angelica,Day,9,captain hook high school,neverland public schools,nps,nps97887,manufacturing,yes
85709,Brenda,Chapman,9,lucius fox high school,gotham city public schools,gcps,gcps85709,healthcare,yes
36824,Colleen,Nixon,9,lost boys academy,neverland public schools,nps,nps36824,,yes
83531,Shelby,Sheppard,10,james gordon center for learning,gotham city public schools,gcps,gcps83531,healthcare,yes
86894,Colette,Hoffman,9,captain hook high school,neverland public schools,nps,nps86894,,yes
49591,Scarlet,Murphy,12,lost boys academy,neverland public schools,nps,nps49591,manufacturing,yes
89744,Lars,Schultz,10,captain hook high school,neverland public schools,nps,nps89744,,yes
16089,Harrison,Randolph,9,james gordon center for learning,gotham city public schools,gcps,gcps16089,healthcare,yes
91640,Ima,Bush,12,lucius fox high school,gotham city public schools,gcps,gcps91640,healthcare,yes
92682,Francis,Payne,10,james gordon center for learning,gotham city public schools,gcps,gcps92682,,yes
16766,Stone,Phelps,10,lost boys academy,neverland public schools,nps,nps16766,manufacturing,yes
29395,Cyrus,Fields,10,james gordon center for learning,gotham city public schools,gcps,gcps29395,healthcare,yes
58114,Kelly,Barr,12,james gordon center for learning,gotham city public schools,gcps,gcps58114,healthcare,yes
64066,Glenna,Miranda,9,lost boys academy,neverland public schools,nps,nps64066,manufacturing,no
69267,Omar,Burch,9,captain hook high school,neverland public schools,nps,nps69267,manufacturing,yes
66535,Whilemina,Church,11,captain hook high school,neverland public schools,nps,nps66535,manufacturing,yes
23425,Hiram,Doyle,11,lost boys academy,neverland public schools,nps,nps23425,,yes
93352,Harper,Holloway,10,james gordon center for learning,gotham city public schools,gcps,gcps93352,healthcare,yes
42734,Maris,Velazquez,9,lost boys academy,neverland public schools,nps,nps42734,,yes
70983,Ginger,Cherry,9,lucius fox high school,gotham city public schools,gcps,gcps70983,,no
83877,Jackson,Barton,9,captain hook high school,neverland public schools,nps,nps83877,manufacturing,yes
28596,Carl,Bryant,9,captain hook high school,neverland public schools,nps,nps28596,manufacturing,yes
71193,Forrest,Gibson,12,james gordon center for learning,gotham city public schools,gcps,gcps71193,,yes
74837,Clinton,Roberson,11,lucius fox high school,gotham city public schools,gcps,gcps74837,,yes
93481,Beck,Best,10,james gordon center for learning,gotham city public schools,gcps,gcps93481,,yes
84264,Rylee,Weeks,12,captain hook high school,neverland public schools,nps,nps84264,manufacturing,yes
37060,Isabelle,Glass,10,captain hook high school,neverland public schools,nps,nps37060,,yes
29660,Vivien,Pena,11,lost boys academy,neverland public schools,nps,nps29660,,yes
58527,Ignacia,Vinson,12,lucius fox high school,gotham city public schools,gcps,gcps58527,,yes
63806,Ora,Knox,9,james gordon center for learning,gotham city public schools,gcps,gcps63806,healthcare,yes
88261,Patience,Todd,12,lost boys academy,neverland public schools,nps,nps88261,,no
97934,Kylie,Cote,12,captain hook high school,neverland public schools,nps,nps97934,manufacturing,yes
57637,Kenyon,Vaughn,9,james gordon center for learning,gotham city public schools,gcps,gcps57637,,yes
97745,Dieter,Keller,10,lucius fox high school,gotham city public schools,gcps,gcps97745,healthcare,yes
33189,Brittany,Sears,10,lucius fox high school,gotham city public schools,gcps,gcps33189,,no
17503,Valentine,Perkins,10,james gordon center for learning,gotham city public schools,gcps,gcps17503,,no
27394,Dillon,Holland,12,lucius fox high school,gotham city public schools,gcps,gcps27394,healthcare,yes
78904,Arthur,Keller,12,james gordon center for learning,gotham city public schools,gcps,gcps78904,healthcare,yes
51465,Chelsea,Sykes,10,lucius fox high school,gotham city public schools,gcps,gcps51465,healthcare,yes
66721,Axel,Oliver,10,captain hook high school,neverland public schools,nps,nps66721,,yes
19174,Fuller,Sandoval,9,lost boys academy,neverland public schools,nps,nps19174,,no
61904,Kitra,Mack,10,lucius fox high school,gotham city public schools,gcps,gcps61904,healthcare,yes
67292,Ezekiel,Rutledge,10,captain hook high school,neverland public schools,nps,nps67292,manufacturing,yes
62278,Galena,Riley,12,lost boys academy,neverland public schools,nps,nps62278,,yes
10987,Dominic,Hinton,10,captain hook high school,neverland public schools,nps,nps10987,,yes
13542,Reece,Mccoy,10,captain hook high school,neverland public schools,nps,nps13542,,yes
18308,Louis,Jimenez,9,lucius fox high school,gotham city public schools,gcps,gcps18308,healthcare,yes
23462,Macy,Monroe,10,james gordon center for learning,gotham city public schools,gcps,gcps23462,healthcare,yes
10752,Aimee,Joyce,10,captain hook high school,neverland public schools,nps,nps10752,manufacturing,yes
34010,Adria,Bridges,10,james gordon center for learning,gotham city public schools,gcps,gcps34010,healthcare,yes
42443,Hedley,Rosales,11,lost boys academy,neverland public schools,nps,nps42443,manufacturing,yes
88524,Madaline,Frost,9,lost boys academy,neverland public schools,nps,nps88524,manufacturing,yes
99497,Cullen,Collins,11,lucius fox high school,gotham city public schools,gcps,gcps99497,healthcare,yes
82820,Oscar,Summers,12,lost boys academy,neverland public schools,nps,nps82820,,no
88508,Rhona,Peterson,11,lost boys academy,neverland public schools,nps,nps88508,manufacturing,yes
54830,Zia,William,9,lost boys academy,neverland public schools,nps,nps54830,manufacturing,yes
54042,Blake,Conley,10,james gordon center for learning,gotham city public schools,gcps,gcps54042,,no
48661,Aimee,Cummings,12,captain hook high school,neverland public schools,nps,nps48661,,no
39701,Eve,Blair,10,lucius fox high school,gotham city public schools,gcps,gcps39701,healthcare,yes
33323,Fredericka,Valenzuela,11,captain hook high school,neverland public schools,nps,nps33323,manufacturing,yes
28052,Carter,Byers,11,lost boys academy,neverland public schools,nps,nps28052,manufacturing,yes
10772,Illana,Garza,9,lost boys academy,neverland public schools,nps,nps10772,manufacturing,yes
78504,Serena,Forbes,10,lost boys academy,neverland public schools,nps,nps78504,manufacturing,yes
69673,Guinevere,Little,10,lucius fox high school,gotham city public schools,gcps,gcps69673,healthcare,yes
51062,Bevis,Waters,12,captain hook high school,neverland public schools,nps,nps51062,manufacturing,yes
76712,Lucy,Chase,10,captain hook high school,neverland public schools,nps,nps76712,,no
42544,Philip,Delaney,12,captain hook high school,neverland public schools,nps,nps42544,manufacturing,yes
17882,Lee,Ramos,9,lost boys academy,neverland public schools,nps,nps17882,manufacturing,yes
18375,Vivian,Wolfe,10,james gordon center for learning,gotham city public schools,gcps,gcps18375,healthcare,yes
73636,Derek,West,12,lucius fox high school,gotham city public schools,gcps,gcps73636,,yes
31126,George,Randolph,11,lucius fox high school,gotham city public schools,gcps,gcps31126,,yes
99672,Tatiana,Kent,9,captain hook high school,neverland public schools,nps,nps99672,manufacturing,yes
28777,Lysandra,Mcpherson,9,james gordon center for learning,gotham city public schools,gcps,gcps28777,,yes
13791,Axel,Young,11,lost boys academy,neverland public schools,nps,nps13791,manufacturing,yes
83584,Kaye,Irwin,11,captain hook high school,neverland public schools,nps,nps83584,manufacturing,yes
32521,Penelope,Rasmussen,9,captain hook high school,neverland public schools,nps,nps32521,,no
24143,Micah,Snider,10,captain hook high school,neverland public schools,nps,nps24143,manufacturing,yes
77341,Orla,Jimenez,9,lucius fox high school,gotham city public schools,gcps,gcps77341,,yes
96662,Donovan,Luna,10,lucius fox high school,gotham city public schools,gcps,gcps96662,healthcare,yes
91078,Willow,Workman,10,captain hook high school,neverland public schools,nps,nps91078,manufacturing,yes
64553,Zachery,Wells,9,lucius fox high school,gotham city public schools,gcps,gcps64553,,no
18529,Chancellor,Booth,10,captain hook high school,neverland public schools,nps,nps18529,manufacturing,yes
60314,Meghan,Allison,9,lost boys academy,neverland public schools,nps,nps60314,manufacturing,yes
26580,Myles,Reid,9,lucius fox high school,gotham city public schools,gcps,gcps26580,healthcare,yes
92125,Stacey,Wright,12,lucius fox high school,gotham city public schools,gcps,gcps92125,,no
43716,Sade,Snyder,12,james gordon center for learning,gotham city public schools,gcps,gcps43716,healthcare,yes
51040,Melinda,Branch,11,lost boys academy,neverland public schools,nps,nps51040,,yes
10468,Ulla,Burch,10,james gordon center for learning,gotham city public schools,gcps,gcps10468,healthcare,yes
82080,Jaden,Hyde,11,captain hook high school,neverland public schools,nps,nps82080,manufacturing,yes
11302,Debra,Wilkerson,10,james gordon center for learning,gotham city public schools,gcps,gcps11302,healthcare,yes
82025,Noelle,Albert,11,captain hook high school,neverland public schools,nps,nps82025,manufacturing,yes
29808,Thane,Patterson,10,james gordon center for learning,gotham city public schools,gcps,gcps29808,healthcare,yes
64861,Oren,Kent,12,lost boys academy,neverland public schools,nps,nps64861,,yes
72062,Mechelle,Michael,10,james gordon center for learning,gotham city public schools,gcps,gcps72062,healthcare,yes
60958,Piper,Wallace,9,captain hook high school,neverland public schools,nps,nps60958,,yes
53247,Priscilla,Elliott,12,captain hook high school,neverland public schools,nps,nps53247,manufacturing,yes
17760,Colleen,Velasquez,9,captain hook high school,neverland public schools,nps,nps17760,,no
43032,Tucker,Schroeder,10,captain hook high school,neverland public schools,nps,nps43032,,yes
71410,Brittany,Trevino,10,lost boys academy,neverland public schools,nps,nps71410,,yes
55337,Russell,Tyler,11,lucius fox high school,gotham city public schools,gcps,gcps55337,healthcare,yes
54460,Audrey,Santana,10,lucius fox high school,gotham city public schools,gcps,gcps54460,,yes
38523,Norman,Gregory,11,lost boys academy,neverland public schools,nps,nps38523,,yes
73192,Salvador,Barrett,11,captain hook high school,neverland public schools,nps,nps73192,,yes
51260,Georgia,Howe,9,james gordon center for learning,gotham city public schools,gcps,gcps51260,healthcare,yes
21302,Carol,Lamb,9,lost boys academy,neverland public schools,nps,nps21302,,yes
19398,Helen,Baker,9,james gordon center for learning,gotham city public schools,gcps,gcps19398,,yes
68766,Whilemina,Quinn,10,captain hook high school,neverland public schools,nps,nps68766,manufacturing,yes
27254,Violet,Pittman,10,lucius fox high school,gotham city public schools,gcps,gcps27254,,yes
80305,Kylynn,Thomas,10,james gordon center for learning,gotham city public schools,gcps,gcps80305,healthcare,yes
71443,Bert,Johns,9,lost boys academy,neverland public schools,nps,nps71443,,no
74859,Carol,Neal,11,lost boys academy,neverland public schools,nps,nps74859,manufacturing,yes
92357,Sydney,Cain,12,lost boys academy,neverland public schools,nps,nps92357,manufacturing,yes
65663,Clare,Jenkins,10,james gordon center for learning,gotham city public schools,gcps,gcps65663,,yes
30342,Amir,Fowler,11,lost boys academy,neverland public schools,nps,nps30342,manufacturing,yes
28807,Shelby,Garcia,12,captain hook high school,neverland public schools,nps,nps28807,,yes
95669,Benjamin,Vang,9,captain hook high school,neverland public schools,nps,nps95669,manufacturing,yes
65424,Allen,Morales,9,lost boys academy,neverland public schools,nps,nps65424,,no
15736,Shelly,Greene,10,lost boys academy,neverland public schools,nps,nps15736,manufacturing,yes
40149,Xyla,Hodge,12,captain hook high school,neverland public schools,nps,nps40149,,no
96295,Quon,Spears,12,lost boys academy,neverland public schools,nps,nps96295,manufacturing,yes
79775,Clark,Stewart,9,james gordon center for learning,gotham city public schools,gcps,gcps79775,,no
50726,Lyle,Bell,9,captain hook high school,neverland public schools,nps,nps50726,manufacturing,yes
59697,Patricia,Chambers,10,lucius fox high school,gotham city public schools,gcps,gcps59697,healthcare,yes
49672,Mira,Workman,11,lucius fox high school,gotham city public schools,gcps,gcps49672,healthcare,yes
99547,Kylie,Rasmussen,9,lost boys academy,neverland public schools,nps,nps99547,,no
43690,Kylynn,Blankenship,10,lucius fox high school,gotham city public schools,gcps,gcps43690,,yes
24931,Rahim,Waller,10,lucius fox high school,gotham city public schools,gcps,gcps24931,healthcare,yes
96078,Erin,Hogan,10,james gordon center for learning,gotham city public schools,gcps,gcps96078,,yes
33409,Maryam,Gomez,9,james gordon center for learning,gotham city public schools,gcps,gcps33409,healthcare,no
23391,Olga,Tyler,10,james gordon center for learning,gotham city public schools,gcps,gcps23391,,yes
12817,Brian,Spears,11,captain hook high school,neverland public schools,nps,nps12817,,yes
34260,Dustin,Robles,12,captain hook high school,neverland public schools,nps,nps34260,,yes
57468,Shannon,Salinas,12,james gordon center for learning,gotham city public schools,gcps,gcps57468,,no
21942,Alexander,Jordan,9,captain hook high school,neverland public schools,nps,nps21942,manufacturing,yes
24130,Ira,Powell,9,captain hook high school,neverland public schools,nps,nps24130,,yes
54332,Xavier,Riddle,9,lost boys academy,neverland public schools,nps,nps54332,,yes
83901,Karen,Blackwell,12,lucius fox high school,gotham city public schools,gcps,gcps83901,healthcare,yes
81443,Melvin,Gross,9,captain hook high school,neverland public schools,nps,nps81443,,yes
42872,Abraham,Castillo,10,lucius fox high school,gotham city public schools,gcps,gcps42872,,yes
44262,Gavin,Holcomb,10,captain hook high school,neverland public schools,nps,nps44262,,yes
35129,Colleen,West,11,lucius fox high school,gotham city public schools,gcps,gcps35129,,yes
14651,Lev,Goff,11,captain hook high school,neverland public schools,nps,nps14651,manufacturing,yes
47513,Howard,Butler,12,lost boys academy,neverland public schools,nps,nps47513,,yes
32299,Alyssa,Mills,9,lost boys academy,neverland public schools,nps,nps32299,,yes
83154,Allen,Stout,12,lucius fox high school,gotham city public schools,gcps,gcps83154,healthcare,yes
35662,Jacob,Ray,9,captain hook high school,neverland public schools,nps,nps35662,,yes
87106,Wayne,Garza,12,james gordon center for learning,gotham city public schools,gcps,gcps87106,,yes
10045,Tara,Bray,9,lost boys academy,neverland public schools,nps,nps10045,manufacturing,yes
35991,Germaine,Hartman,12,captain hook high school,neverland public schools,nps,nps35991,manufacturing,yes
86460,Kirby,Tran,9,captain hook high school,neverland public schools,nps,nps86460,,no
69193,Demetrius,Gonzales,10,lost boys academy,neverland public schools,nps,nps69193,,yes
56925,Doris,Livingston,12,captain hook high school,neverland public schools,nps,nps56925,,yes
47763,Dale,Bailey,10,lucius fox high school,gotham city public schools,gcps,gcps47763,,yes
71256,Salvador,Hunt,11,captain hook high school,neverland public schools,nps,nps71256,,yes
81410,Tanner,Heath,12,captain hook high school,neverland public schools,nps,nps81410,manufacturing,yes
26799,Sara,Haney,9,lost boys academy,neverland public schools,nps,nps26799,manufacturing,yes
85980,Carolyn,Walton,12,lucius fox high school,gotham city public schools,gcps,gcps85980,,yes
44762,Adele,Washington,9,captain hook high school,neverland public schools,nps,nps44762,,yes
71137,Trevor,Henry,9,lost boys academy,neverland public schools,nps,nps71137,manufacturing,yes
53705,Conan,Dillard,11,lost boys academy,neverland public schools,nps,nps53705,manufacturing,yes
63026,Glenna,Baker,10,james gordon center for learning,gotham city public schools,gcps,gcps63026,healthcare,no
10363,Isaac,Griffin,10,lucius fox high school,gotham city public schools,gcps,gcps10363,healthcare,yes
51034,Elton,Richards,12,james gordon center for learning,gotham city public schools,gcps,gcps51034,,yes
28570,Bertha,Mccall,9,lost boys academy,neverland public schools,nps,nps28570,,yes
22863,Harlan,Hanson,9,lucius fox high school,gotham city public schools,gcps,gcps22863,,yes
33193,Gisela,Gordon,12,lost boys academy,neverland public schools,nps,nps33193,manufacturing,yes
16965,Jescie,Phillips,10,james gordon center for learning,gotham city public schools,gcps,gcps16965,,no
79618,Priscilla,Austin,11,lucius fox high school,gotham city public schools,gcps,gcps79618,,no
36315,Hannah,Oneil,10,james gordon center for learning,gotham city public schools,gcps,gcps36315,,no
69388,Walker,Winters,9,captain hook high school,neverland public schools,nps,nps69388,manufacturing,yes
74641,Stephanie,Winters,10,james gordon center for learning,gotham city public schools,gcps,gcps74641,,yes
85435,Brenda,Mueller,12,lucius fox high school,gotham city public schools,gcps,gcps85435,healthcare,no
33013,Clare,Berry,9,lost boys academy,neverland public schools,nps,nps33013,manufacturing,yes
28835,Hedy,Rice,9,lucius fox high school,gotham city public schools,gcps,gcps28835,healthcare,yes
37481,Karen,Simon,12,james gordon center for learning,gotham city public schools,gcps,gcps37481,healthcare,yes
35945,Amaya,Williamson,10,captain hook high school,neverland public schools,nps,nps35945,,yes
59172,Gil,Riddle,12,lucius fox high school,gotham city public schools,gcps,gcps59172,,yes
52174,Amelia,Dorsey,11,james gordon center for learning,gotham city public schools,gcps,gcps52174,healthcare,yes
34585,Todd,Hood,12,captain hook high school,neverland public schools,nps,nps34585,manufacturing,yes
50213,Piper,Maddox,11,james gordon center for learning,gotham city public schools,gcps,gcps50213,,no
74594,Unity,Harrell,10,captain hook high school,neverland public schools,nps,nps74594,manufacturing,yes
48673,Hedda,Norman,12,lucius fox high school,gotham city public schools,gcps,gcps48673,,no
59948,Erich,Mendez,11,lucius fox high school,gotham city public schools,gcps,gcps59948,healthcare,yes
10932,Ishmael,Russo,9,lost boys academy,neverland public schools,nps,nps10932,,yes
43130,Colin,Farmer,12,lucius fox high school,gotham city public schools,gcps,gcps43130,,yes
34370,Nelle,Allison,10,lucius fox high school,gotham city public schools,gcps,gcps34370,,yes
11294,Jermaine,Vasquez,9,captain hook high school,neverland public schools,nps,nps11294,manufacturing,yes
73975,Hayes,Stanley,9,lucius fox high school,gotham city public schools,gcps,gcps73975,healthcare,yes
90142,Darius,Kent,12,james gordon center for learning,gotham city public schools,gcps,gcps90142,healthcare,yes
77592,Myles,Beach,12,lost boys academy,neverland public schools,nps,nps77592,manufacturing,no
37569,Harlan,Jensen,11,james gordon center for learning,gotham city public schools,gcps,gcps37569,,yes
45761,Brandon,Fuller,11,lost boys academy,neverland public schools,nps,nps45761,manufacturing,no
49330,Rose,Crosby,12,captain hook high school,neverland public schools,nps,nps49330,manufacturing,yes
60574,Lee,Bowers,10,lost boys academy,neverland public schools,nps,nps60574,,no
93040,Stone,Morgan,10,captain hook high school,neverland public schools,nps,nps93040,,no
80822,Brittany,Crawford,12,james gordon center for learning,gotham city public schools,gcps,gcps80822,healthcare,yes
42012,Kaitlin,Osborne,9,captain hook high school,neverland public schools,nps,nps42012,,no
65973,Zane,Cantu,11,lost boys academy,neverland public schools,nps,nps65973,,no
88187,Kelsey,Jenkins,12,captain hook high school,neverland public schools,nps,nps88187,,yes
57747,Kelsie,Roy,9,lost boys academy,neverland public schools,nps,nps57747,,yes
14084,Kylie,Shaffer,12,lost boys academy,neverland public schools,nps,nps14084,,yes
46228,Caldwell,Moore,10,lost boys academy,neverland public schools,nps,nps46228,,no
51102,Abel,Mcfarland,10,lucius fox high school,gotham city public schools,gcps,gcps51102,healthcare,yes
92381,Arden,Mcmahon,9,james gordon center for learning,gotham city public schools,gcps,gcps92381,,yes
79473,Sonya,Shepherd,11,lost boys academy,neverland public schools,nps,nps79473,,yes
91275,Amity,Richard,12,james gordon center for learning,gotham city public schools,gcps,gcps91275,,yes
22402,Ashton,George,12,captain hook high school,neverland public schools,nps,nps22402,,yes
97177,Remedios,Maldonado,11,james gordon center for learning,gotham city public schools,gcps,gcps97177,healthcare,yes
92110,Gillian,Mccoy,11,lost boys academy,neverland public schools,nps,nps92110,,no
68551,Marah,Leach,12,lost boys academy,neverland public schools,nps,nps68551,manufacturing,yes
48846,Sean,Mills,9,james gordon center for learning,gotham city public schools,gcps,gcps48846,healthcare,yes
70474,Preston,Thompson,11,lucius fox high school,gotham city public schools,gcps,gcps70474,healthcare,yes
69965,Tara,George,11,lost boys academy,neverland public schools,nps,nps69965,,yes
49383,Jaden,Frank,9,lost boys academy,neverland public schools,nps,nps49383,,no
80983,Sandra,Beach,12,james gordon center for learning,gotham city public schools,gcps,gcps80983,,yes
18051,Chaim,Cortez,9,james gordon center for learning,gotham city public schools,gcps,gcps18051,healthcare,yes
81400,Cameron,Parker,9,lucius fox high school,gotham city public schools,gcps,gcps81400,,yes
38333,Tobias,Atkinson,10,lost boys academy,neverland public schools,nps,nps38333,manufacturing,yes
43316,Daquan,Hester,9,lost boys academy,neverland public schools,nps,nps43316,,no
83632,Hakeem,House,9,lost boys academy,neverland public schools,nps,nps83632,,no
87498,Allegra,Romero,9,captain hook high school,neverland public schools,nps,nps87498,,yes
13256,Leila,Hancock,9,james gordon center for learning,gotham city public schools,gcps,gcps13256,,no
79381,Willa,Bennett,11,lost boys academy,neverland public schools,nps,nps79381,manufacturing,yes
58573,Fallon,Blevins,9,lucius fox high school,gotham city public schools,gcps,gcps58573,,yes
15541,Lunea,Bell,11,lost boys academy,neverland public schools,nps,nps15541,,no
92574,Salvador,Cash,9,captain hook high school,neverland public schools,nps,nps92574,manufacturing,yes
60424,Xaviera,Reid,9,james gordon center for learning,gotham city public schools,gcps,gcps60424,,yes
99370,Castor,Baxter,9,lucius fox high school,gotham city public schools,gcps,gcps99370,healthcare,yes
36657,Lisandra,Santana,10,lost boys academy,neverland public schools,nps,nps36657,,yes
36692,Mariko,Marks,10,lucius fox high school,gotham city public schools,gcps,gcps36692,healthcare,yes
16604,Ivor,Bradshaw,11,captain hook high school,neverland public schools,nps,nps16604,manufacturing,yes
56534,Halla,Gay,11,james gordon center for learning,gotham city public schools,gcps,gcps56534,healthcare,yes
40464,Liberty,Moreno,11,lost boys academy,neverland public schools,nps,nps40464,,yes
59140,Daryl,Randolph,11,lost boys academy,neverland public schools,nps,nps59140,,no
92370,Cameron,Montgomery,12,lucius fox high school,gotham city public schools,gcps,gcps92370,healthcare,yes
99234,Igor,Savage,10,lost boys academy,neverland public schools,nps,nps99234,manufacturing,yes
60511,Tamekah,Gill,11,james gordon center for learning,gotham city public schools,gcps,gcps60511,,yes
25533,Kaitlin,Huffman,10,lucius fox high school,gotham city public schools,gcps,gcps25533,,yes
54138,Shafira,Richards,10,captain hook high school,neverland public schools,nps,nps54138,manufacturing,yes
64375,Caleb,Levine,12,captain hook high school,neverland public schools,nps,nps64375,manufacturing,yes
79559,Blaze,Saunders,11,james gordon center for learning,gotham city public schools,gcps,gcps79559,healthcare,no
79748,Rachel,Mckay,10,lost boys academy,neverland public schools,nps,nps79748,manufacturing,yes
37180,Wesley,Alvarado,10,lucius fox high school,gotham city public schools,gcps,gcps37180,healthcare,yes
91122,Allistair,Stark,11,james gordon center for learning,gotham city public schools,gcps,gcps91122,,no
94905,Beatrice,Cunningham,12,lost boys academy,neverland public schools,nps,nps94905,manufacturing,yes
65858,Branden,Yang,12,james gordon center for learning,gotham city public schools,gcps,gcps65858,,yes
28387,Fritz,Padilla,11,lost boys academy,neverland public schools,nps,nps28387,,no
24079,Athena,Rice,11,captain hook high school,neverland public schools,nps,nps24079,manufacturing,yes
47988,Octavia,Ewing,12,captain hook high school,neverland public schools,nps,nps47988,,yes
46406,Lael,Kane,11,lucius fox high school,gotham city public schools,gcps,gcps46406,,yes
56143,Gay,King,12,captain hook high school,neverland public schools,nps,nps56143,manufacturing,no
96797,Clinton,Robles,11,lost boys academy,neverland public schools,nps,nps96797,,yes
57562,Lael,Velasquez,12,james gordon center for learning,gotham city public schools,gcps,gcps57562,healthcare,yes
86774,Violet,David,9,captain hook high school,neverland public schools,nps,nps86774,manufacturing,yes
89847,Kalia,Huffman,11,james gordon center for learning,gotham city public schools,gcps,gcps89847,healthcare,yes
31420,Jonas,Cote,9,lost boys academy,neverland public schools,nps,nps31420,,yes
13410,Ferris,Fowler,11,lost boys academy,neverland public schools,nps,nps13410,,yes
78653,Erich,Snider,12,captain hook high school,neverland public schools,nps,nps78653,,no
99266,Keegan,Gallegos,10,lost boys academy,neverland public schools,nps,nps99266,manufacturing,yes
75052,Knox,Whitney,9,captain hook high school,neverland public schools,nps,nps75052,manufacturing,yes
80660,Tanek,Abbott,9,lost boys academy,neverland public schools,nps,nps80660,,no
72199,Silas,Mcintosh,9,lucius fox high school,gotham city public schools,gcps,gcps72199,healthcare,yes
63240,Hermione,Pena,10,lost boys academy,neverland public schools,nps,nps63240,manufacturing,yes
96416,Fitzgerald,Finley,11,james gordon center for learning,gotham city public schools,gcps,gcps96416,healthcare,yes
36151,Katell,Price,11,james gordon center for learning,gotham city public schools,gcps,gcps36151,,yes
75116,Dean,Livingston,10,lost boys academy,neverland public schools,nps,nps75116,,yes
71217,Maile,Herring,11,captain hook high school,neverland public schools,nps,nps71217,manufacturing,yes
77856,Chiquita,Benton,12,lucius fox high school,gotham city public schools,gcps,gcps77856,healthcare,yes
50976,Tyler,Phelps,11,captain hook high school,neverland public schools,nps,nps50976,,yes
36820,Kyle,Joseph,12,lucius fox high school,gotham city public schools,gcps,gcps36820,healthcare,yes
51785,Jeremy,Peck,9,lucius fox high school,gotham city public schools,gcps,gcps51785,,yes
13556,Reese,Carrillo,11,lost boys academy,neverland public schools,nps,nps13556,,no
94957,Kyra,Durham,9,lucius fox high school,gotham city public schools,gcps,gcps94957,,yes
15501,Jarrod,Valenzuela,9,lost boys academy,neverland public schools,nps,nps15501,manufacturing,yes
57507,Hayfa,Pruitt,12,james gordon center for learning,gotham city public schools,gcps,gcps57507,healthcare,yes
60418,Irma,Forbes,12,captain hook high school,neverland public schools,nps,nps60418,manufacturing,yes
62353,Julie,Roman,9,james gordon center for learning,gotham city public schools,gcps,gcps62353,healthcare,yes
92963,Burton,Leon,12,captain hook high school,neverland public schools,nps,nps92963,manufacturing,yes
22205,Christian,Allison,9,captain hook high school,neverland public schools,nps,nps22205,manufacturing,yes
25195,Cally,Strong,11,james gordon center for learning,gotham city public schools,gcps,gcps25195,,yes
76583,Sigourney,Bentley,9,lost boys academy,neverland public schools,nps,nps76583,manufacturing,yes
57392,Linus,Kim,9,lucius fox high school,gotham city public schools,gcps,gcps57392,,yes
92861,Ulric,Glover,11,lucius fox high school,gotham city public schools,gcps,gcps92861,healthcare,yes
97858,Phyllis,Mcclain,10,lost boys academy,neverland public schools,nps,nps97858,manufacturing,yes
52122,Bruno,Carrillo,9,lucius fox high school,gotham city public schools,gcps,gcps52122,,yes
41681,Ivan,Lambert,11,lucius fox high school,gotham city public schools,gcps,gcps41681,,yes
28821,Eliana,Garza,12,lost boys academy,neverland public schools,nps,nps28821,,no
43915,Allen,Clayton,11,james gordon center for learning,gotham city public schools,gcps,gcps43915,,no
78334,Lewis,Harper,10,captain hook high school,neverland public schools,nps,nps78334,manufacturing,yes
28200,Cyrus,Cunningham,11,captain hook high school,neverland public schools,nps,nps28200,manufacturing,yes
35679,Prescott,Whitley,12,lucius fox high school,gotham city public schools,gcps,gcps35679,healthcare,yes
42863,Rowan,Nieves,12,lucius fox high school,gotham city public schools,gcps,gcps42863,,yes
97843,Davis,Garza,11,lucius fox high school,gotham city public schools,gcps,gcps97843,,yes
